Model,Scenario,Region,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Reference,EDGAR AR6,ARG,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,191.83211546340002,199.8539970931,206.3365471329,202.58192546840002,207.9307356207,210.72354508540002,210.5919874176,204.5941638342,202.19924650049998,188.7381638265
Reference,EDGAR AR6,ARM,Emissions|CH4,Mt CH4/yr,0.0809180205409,0.08139389229352,0.08446681835849,0.08984007630462,0.09157246991307,0.09391731081287,0.09615235122273999,0.09255646031578,0.08684204207950999,0.08540370586280999
Reference,EDGAR AR6,ARM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,4.4703007362000005,5.0986823902000005,5.877863158199999,5.5661843642,5.5411759152,5.0140225792,5.0799105102,5.4537913042,5.7705661246,5.4820473414
Reference,EDGAR AR6,ASM,Emissions|CH4,Mt CH4/yr,0.0005423457929830001,0.0005402597440100001,0.000536374778153,0.000534218556169,0.000534987638864,0.0005350847390600001,0.000533841541287,0.000530270860324,0.0005263037762190001,0.0005264220144415083
Reference,EDGAR AR6,ATG,Emissions|CH4,Mt CH4/yr,0.0023100064221529995,0.0023070248227,0.0023141455817200004,0.002316044663105,0.002322303098855,0.0023297285831499997,0.00234593370108,0.00235921881119,0.0023564874682000005,0.0023827191913970078
Reference,EDGAR AR6,ATG,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.5699823804,0.62267277236,0.68466196652,0.7339017676849999,0.72640357122,0.72250403301,0.7100592346400001,0.55720060168,0.54120679663,0.5283357561800001
Reference,EDGAR AR6,AUS,Emissions|CH4,Mt CH4/yr,4.91786874288734,5.047684672753709,5.080416428009998,4.91049929107523,4.832725161496461,4.86678922259392,4.56504310711302,4.613549076518715,4.558213946906784,4.5538777936325125
Reference,EDGAR AR6,AUS,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,408.4623547563,406.2422418408,405.760254239,398.936950269,390.7619776271,397.4819103059,405.260235447,407.7544301616,407.95580711089997,413.76584186940005
Reference,EDGAR AR6,AUT,Emissions|CH4,Mt CH4/yr,0.419241671282408,0.41516019046919683,0.4089173738531636,0.41587706515058726,0.4111276644884973,0.3975382426525981,0.4008493295788279,0.4012767882323595,0.4014869555620253,0.39582547323712974
Reference,EDGAR AR6,AUT,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,74.99411855016001,73.479404119068,70.49850548760199,71.19082125869399,67.746219204366,68.9348893062623,68.9507731492975,71.6261376684818,69.17008749760049,71.00381795569379
Reference,EDGAR AR6,AZE,Emissions|CH4,Mt CH4/yr,0.741070114731314,0.7282061279672,0.7463543774501,0.7606242468893311,0.7765935021347999,0.77754885782299,0.7694620616302,0.7574272144051,0.7555378572232501,0.8159195679291245
Reference,EDGAR AR6,AZE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,24.75839350863,27.99325901191,30.822645723409998,31.7624451895,33.10923712514,32.80283581073,33.22150771742,32.79366157825,33.25031853145,35.15967866702
Reference,EDGAR AR6,BDI,Emissions|CH4,Mt CH4/yr,0.124464575045512,0.13059352034385302,0.11860678715616199,0.139729116985795,0.14022179210594202,0.141855138497569,0.150723196403698,0.168327811525645,0.170943335324928,0.18125482318287814
Reference,EDGAR AR6,BDI,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.2577580164,0.3033306745,0.29077354715,0.34465420966,0.28002057223,0.42796481329999997,0.5117365741000001,0.2864715672,0.31181996422,0.325020627392
Reference,EDGAR AR6,BEL,Emissions|CH4,Mt CH4/yr,0.7153722134454488,0.7147993214676743,0.7025212193466209,0.7017791444194339,0.6999993197850685,0.7037279979813662,0.6971434019037652,0.6892835383851181,0.6917930526167455,0.6913533809316541
Reference,EDGAR AR6,BEL,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,115.511246572894,104.915029685742,103.139566117741,104.46655366483499,97.86966916043299,102.763977310843,101.79500640965,100.02832721403,100.78091393284,99.34942258286999
Reference,EDGAR AR6,BEN,Emissions|CH4,Mt CH4/yr,0.1955837839115,0.2022183582183,0.20895615809770002,0.22636292437369998,0.22821960770209998,0.22773401840455001,0.2364592325003,0.2426239617295,0.25643909099489,0.26850223693858793
Reference,EDGAR AR6,BEN,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5.098337963485,5.0051022428200005,4.756796397805,4.9811055057899996,5.298385603,5.801812152000001,7.199463875199999,7.3584358936,8.08976301455,8.14199892098
Reference,EDGAR AR6,BFA,Emissions|CH4,Mt CH4/yr,0.58529406094333,0.5993616119192801,0.61579271591035,0.6303219910694899,0.64492186727792,0.66138044921033,0.68253060540158,0.70110002111437,0.71428637057327,0.7319386546468917
Reference,EDGAR AR6,BFA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2.048077581,2.1953095103,2.578813282,3.011716155,2.716055729,3.4761320278,2.9133325439999997,3.4136269610000003,3.5823823310000003,3.613879971
Reference,EDGAR AR6,BGD,Emissions|CH4,Mt CH4/yr,4.7496587061001,4.7856764401688,4.8111062878943,4.849284303600401,4.8915879555628,4.9326938117787,4.9071450470527,5.0838938418748,5.1915865883072,5.259496998392492
Reference,EDGAR AR6,BGD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,59.805100435617,63.194984508637,67.222641441546,69.572388423493,73.234886557979,84.96599076882599,88.124846574865,93.563438701149,98.1629814150696,110.158298770413
Reference,EDGAR AR6,BGR,Emissions|CH4,Mt CH4/yr,0.358386692030299,0.36649707137473003,0.35629672007163604,0.335092149063533,0.334445378341735,0.35112354664376805,0.34545153724180544,0.3506700108295263,0.3442624471186057,0.34757377565622805
Reference,EDGAR AR6,BGR,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,48.6496371882,53.8558526769,48.99471042305,43.76374934153,46.25930595727,48.65697339519,45.73453176049,47.958511546269996,44.6482238421,42.983360190800006
Reference,EDGAR AR6,BHR,Emissions|CH4,Mt CH4/yr,0.7220706611864,0.72803410397733,0.8154709106652599,0.9113552025053699,0.9384000877597399,0.93440327734114,0.9379779443152401,0.9192785903834298,0.94025428056924,0.9669036968128121
Reference,EDGAR AR6,BHR,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,28.84431474247,29.01037959844,29.60633938789,32.16137214907,33.251792430769996,33.59714262951,33.5147108153,33.79343481401,33.99189888314999,36.272660907870005
Reference,EDGAR AR6,BHS,Emissions|CH4,Mt CH4/yr,0.011007937824149999,0.01117425037551,0.01140523599443,0.01155791364646,0.01167665100858,0.01180487424492,0.01190043496717,0.012012168481393618,0.012157657847672977,0.012317998590594076
Reference,EDGAR AR6,BHS,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2.66585638247,2.5782191454400003,3.18682260556,3.1787614826599997,3.02117571516,2.8189835684099998,2.85728965903,2.3005417853652,2.2344319338298004,2.1812808631551
Reference,EDGAR AR6,BIH,Emissions|CH4,Mt CH4/yr,0.14386280660374,0.15022123269327,0.14664244440428,0.14694442328697,0.17396059974893,0.17564570746047,0.18404410278482003,0.1852884076989,0.198077456067422,0.19855293842131744
Reference,EDGAR AR6,BIH,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,22.258900609546,25.305795213778,23.365058061018,23.272524661102,20.838454352964,20.86642452345,23.517363535085998,23.999735079987,24.089951811188598,27.1112410893121
Reference,EDGAR AR6,BLR,Emissions|CH4,Mt CH4/yr,0.60239976580317,0.6043961278230999,0.61763766220477,0.63652746345607,0.6481763816255001,0.6565033598366,0.6501537709685,0.6558945161367,0.6531845762663,0.6534336784741515
Reference,EDGAR AR6,BLR,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,66.69637097761999,63.64950625822,64.97888810032,64.84469031683,64.25901729917,59.81335403367,59.96444108891,61.03810483793,63.86046342781,62.66496925668999
Reference,EDGAR AR6,BLZ,Emissions|CH4,Mt CH4/yr,0.016007950822668,0.017253310344398,0.016707922998525998,0.017440294121187,0.016297135140251,0.01646382907877,0.017548137514215998,0.018310771906646,0.018538330487446002,0.019141127713302
Reference,EDGAR AR6,BLZ,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.452471777626,0.40113187893,0.46939492179599995,0.54869244484,0.51594498895,0.58225803724,0.5578469905,0.44319804305,0.43049563946,0.46452785732
Reference,EDGAR AR6,BMU,Emissions|CH4,Mt CH4/yr,0.003731646335223,0.002616229821655,0.0025496819767379998,0.0024000040738049997,0.002370393173165,0.002340842357325,0.002293456860205,0.00226857151035,0.002254667003005,0.0022481557946968825
Reference,EDGAR AR6,BMU,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.6549209771500001,0.46491740052,0.5376187232199999,0.578735341,0.7247361119200001,0.59528653674,0.73283505588,0.60395320661,0.5866720924400001,0.57275647235
Reference,EDGAR AR6,BOL,Emissions|CH4,Mt CH4/yr,0.9020731673878999,0.9325693769124,0.981483680626,1.0315066214158999,1.0364143270858,1.0432947319376,1.0409769516044,1.0423722905268,1.0636133817656999,1.0386437044108952
Reference,EDGAR AR6,BOL,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,14.76867172805,16.06847742164,17.85190136584,18.02971008907,19.473385453960002,19.42790573645,21.60016727069,23.412729729,23.990879542576,24.009863203557
Reference,EDGAR AR6,BRA,Emissions|CH4,Mt CH4/yr,21.089680973028997,21.430070562473396,21.442152305190902,21.7852384140516,22.044640934973003,22.500582690991,22.730217676705603,22.6818096818139,22.77152112814703,22.980010445843323
Reference,EDGAR AR6,BRA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,447.9933447167,468.4856052447,504.689437807,528.8928268013,555.5214793969001,523.9849570125,490.28161235839997,497.90357764259994,477.0536710149,476.9795968864
Reference,EDGAR AR6,BRB,Emissions|CH4,Mt CH4/yr,0.007336251426971,0.007550248103815,0.007416104098828,0.007367818582279999,0.007275826151953,0.00724130882591,0.007236219164008999,0.007265461207668,0.007276231378412001,0.00726037386696178
Reference,EDGAR AR6,BRB,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1.5740724585797,1.791645034062,1.7797127349970001,1.92013618799,1.62301148655,1.67909806711,1.65439727564,1.35611237362,1.3177402537,1.2978848426
Reference,EDGAR AR6,BRN,Emissions|CH4,Mt CH4/yr,0.2208281417754,0.232785532524,0.22730790311809998,0.21361194594969998,0.20587643547200002,0.2012615631076,0.1917036421193,0.20141155153999998,0.19755462951667999,0.2050921029599237
Reference,EDGAR AR6,BRN,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,7.338008282548,7.513495313537999,7.478104887963,7.382927951496,7.213512241748001,6.518526526567,7.105359928676,7.4439967255460004,7.533509113275,8.008317303290001
Reference,EDGAR AR6,BTN,Emissions|CH4,Mt CH4/yr,0.03818910521267,0.038042620186861,0.037656821736698,0.037804969549816,0.036940829544027,0.03615549255033,0.03661396664843,0.036946120911214,0.036844333798114,0.037194668156016415
Reference,EDGAR AR6,BTN,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.87872852653,1.10045592973,1.08945120382,1.044866163,1.0719879337,1.2177064276,1.2607141371,1.1466813502,1.29005008721,1.4689187508100001
Reference,EDGAR AR6,BWA,Emissions|CH4,Mt CH4/yr,0.17084417775904998,0.16421389211405,0.15795144802305,0.15120645572005,0.13224077073405,0.14164002335305,0.12966476063205,0.11526876520599999,0.13422008257665,0.13774425169542015
Reference,EDGAR AR6,BWA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,3.5086321889999996,4.118437234,5.120681362,5.5481727769999996,7.126995589,7.208037047,7.119716930000001,7.855628235999999,8.197212365999999,7.561205465
Reference,EDGAR AR6,CAF,Emissions|CH4,Mt CH4/yr,0.22626273817709,0.244058398257746,0.246863637805525,0.248028595607102,0.24962977169616402,0.25449377836167997,0.263934030587956,0.268458304204723,0.271055111203638,0.2760145195743295
Reference,EDGAR AR6,CAF,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.38067494209999997,0.3758144367,0.39064001619999994,0.3869356363,0.38368590170000005,0.3950602836,0.4017327954,0.39989442354,0.41933748600000004,0.40249150419999996
Reference,EDGAR AR6,CAN,Emissions|CH4,Mt CH4/yr,3.984139461739154,3.987936988565769,4.084427740335345,4.208152970358471,4.328854869296013,4.430360922260029,4.421183293038075,4.346866365596041,4.441656567428942,4.384268656886215
Reference,EDGAR AR6,CAN,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,566.97554597445,579.7108625944901,577.3487064386,586.7371983440829,593.706305723726,595.4049913957749,585.50844842416,584.79802707052,591.0711580138051,595.390060795375
Reference,EDGAR AR6,CHE,Emissions|CH4,Mt CH4/yr,0.1964504018969679,0.19480569988080826,0.1952416391723436,0.20220803291987713,0.20494820840650294,0.2061061743171732,0.2034870481633077,0.2036213165734599,0.2036762957337745,0.2046849538477792
Reference,EDGAR AR6,CHE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,46.4866463810956,42.3716647248244,43.666844424572496,44.699518081983804,41.197441050187805,40.307650440852,40.907659146069996,40.14444089242,38.9160867928,39.737085386370005
Reference,EDGAR AR6,CHL,Emissions|CH4,Mt CH4/yr,0.88240888850574,0.929140676287081,0.95015644783444,0.91786178035985,0.896376093445504,0.856799115145638,0.86457492666849,0.8797244100506544,0.905220713184078,0.9165180442903661
Reference,EDGAR AR6,CHL,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,72.05864528619,78.65388068629,80.84232444852,84.98020609482,78.46215880044,84.05150808757999,88.5226241091,89.35186244260301,88.955204105527,90.58264128876
Reference,EDGAR AR6,CHN,Emissions|CH4,Mt CH4/yr,61.99940078378872,65.25396952365193,65.32297160242356,66.26841832489528,66.86171944130979,67.15455421894994,65.60188753231407,66.01929122506334,65.91271819278136,67.14933590119806
Reference,EDGAR AR6,CHN,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,9296.48505939883,10157.380884951728,10480.810566360376,10738.429161272654,10761.249521902158,10722.40668649208,10731.519403107817,10921.793572392384,11260.0103389522,11503.857389538827
Reference,EDGAR AR6,CIV,Emissions|CH4,Mt CH4/yr,0.4087648524795,0.4353399333199,0.456448745597,0.474843547467,0.481499290844,0.4892449516489,0.5104533158495,0.5092107394874,0.5170877741763,0.5018574500417996
Reference,EDGAR AR6,CIV,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,7.58477646347,7.48259877879,9.427447034150001,9.98660860838,10.75054781003,11.48893473728,11.97280656591,12.54456754105,12.25339763624,12.53144200442
Reference,EDGAR AR6,CMR,Emissions|CH4,Mt CH4/yr,0.6923039984875,0.690351469813,0.7147812394382,0.756651857632,0.795057430052,0.8916340086832,0.89276169960605,0.8387229262720001,0.8635193167188501,0.8986723486232688
Reference,EDGAR AR6,CMR,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,7.69003132002,7.259304371529999,7.313089588007,8.016278997543,8.7414473665,9.194699350558,9.904733762876,9.965541880805,10.354246248967,9.836392546513
Reference,EDGAR AR6,COD,Emissions|CH4,Mt CH4/yr,0.886012102148,0.913353409831,1.2049748818300001,1.28592062111,1.3785202653584,1.4220107981848,1.4453826535415,1.52516913519128,1.518088499658715,1.535300341731209
Reference,EDGAR AR6,COD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,3.05186783714,3.47197801804,3.1159148746700005,4.291044096,5.47967450733,3.56982280185,2.7815462699199998,3.20988284515,3.447034805246,3.476267499796
Reference,EDGAR AR6,COG,Emissions|CH4,Mt CH4/yr,0.5738381035035,0.558279061713,0.5430722618875,0.48961669141399994,0.5106441931475001,0.48907514358299997,0.48508156483049997,0.5469728482491001,0.5494967874673001,0.5586823422844889
Reference,EDGAR AR6,COG,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5.32624039971,4.8844191809029995,4.509966732952001,5.484230106538,5.324570509812,5.7776255927480005,5.647239363187,5.559800537225,6.4789351663999994,6.346506169334
Reference,EDGAR AR6,COK,Emissions|CH4,Mt CH4/yr,0.000318547142614,0.000318298204538,0.00031625577001750005,0.0003032513537615,0.000301169252863,0.000299009186242,0.000299028006774,0.00029519699253599996,0.00029433406982550003,0.0002937544269453854
Reference,EDGAR AR6,COK,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.0615080003,0.08786009998,0.08597980959,0.08395403940000001,0.08708778050999999,0.08464213309999999,0.08384066261,0.05331595839,0.05485558494,0.05654464823
Reference,EDGAR AR6,COL,Emissions|CH4,Mt CH4/yr,3.2136068787704,3.1523091723117,3.0859541892929,3.11497080835356,3.04878500599068,3.0519607668634,3.05584642992424,3.17129812412656,3.2639883320493497,3.3399356447869395
Reference,EDGAR AR6,COL,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,66.81950976708,72.45194350459,72.90750220767,82.4401602145,85.3634668478,85.45182503545999,95.39823487029,83.0151743688,86.45850405381,92.62320490274
Reference,EDGAR AR6,COM,Emissions|CH4,Mt CH4/yr,0.013859017656582,0.014417356850306,0.014852272961074999,0.0151768852239,0.015571924848987001,0.015926797279064,0.016402487943832,0.016704596091711998,0.017033090791129,0.017347816361371587
Reference,EDGAR AR6,COM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.1649532232,0.13995062770000002,0.14678813500000001,0.1751640674,0.15354442431999998,0.1689929326,0.20003972769999998,0.27533444365,0.2893830375,0.3018819782
Reference,EDGAR AR6,CPV,Emissions|CH4,Mt CH4/yr,0.00716190303443,0.006709367317634999,0.006807661817135,0.006892483592974999,0.006981994633755,0.00708989092219,0.00720454493357,0.00697094491855,0.00704029822014,0.007118487751625204
Reference,EDGAR AR6,CPV,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.80271011525,0.8888935092000001,0.7675677144,0.74477853622,0.7872520003000001,0.79740640409,0.8455262780799999,0.84936342582,0.89280432079,0.90021916784
Reference,EDGAR AR6,CRI,Emissions|CH4,Mt CH4/yr,0.1795160481581,0.182283918976,0.1780659728126,0.18239949750640003,0.18181269605269998,0.18448152398073,0.19198123785493,0.19421114516899998,0.194861289002474,0.2029957918767226
Reference,EDGAR AR6,CRI,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,7.297296854444001,7.663017015126999,7.6465681,7.940842173999999,8.0524774325,7.7668246429000005,8.2953164326,8.4798927005,8.243495360499999,8.850280743899999
Reference,EDGAR AR6,CUB,Emissions|CH4,Mt CH4/yr,0.545977067577,0.5565151831039999,0.558475068489,0.562388013389,0.561188411457,0.539686800384,0.547148176092,0.527915184757,0.5328475135428701,0.5339678464576951
Reference,EDGAR AR6,CUB,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,30.631268819539997,29.006711287919998,29.33592338716,27.87591200519,27.31626550839,27.90123712384,28.740289436255,27.092457035213002,26.344345138824,26.184196523967
Reference,EDGAR AR6,CYM,Emissions|CH4,Mt CH4/yr,0.0009562821084759999,0.0009769385073486,0.0009864581019377,0.001002284092677,0.0010164998650109998,0.001034166416175,0.001049452294703,0.001060081284379,0.0010726298910589999,0.0010846981804343927
Reference,EDGAR AR6,CYM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.501623473,0.5787317747499999,0.57228394137,0.6056154286,0.5961439333199999,0.6153129826100001,0.5865505687300001,0.51502353282,0.50022799549,0.48832499665000006
Reference,EDGAR AR6,CYP,Emissions|CH4,Mt CH4/yr,0.03921328396411,0.038822928631699005,0.036865560261236004,0.03513411136387,0.035396620232914,0.035776510004402,0.0367438853147675,0.037735131613159695,0.038782166429607,0.04011392915168663
Reference,EDGAR AR6,CYP,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,7.8520826679999995,7.528169083000001,6.996043498,6.4299181316,6.7967326632,6.753434781499999,7.1288613907,7.2594573649,6.984111335,7.1602185645
Reference,EDGAR AR6,CZE,Emissions|CH4,Mt CH4/yr,0.558433661407139,0.554894236671795,0.5577858031258599,0.530663245492377,0.522608626855527,0.5221284470484641,0.5136922994799561,0.5074446259123325,0.49530008461205505,0.48907423139251494
Reference,EDGAR AR6,CZE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,120.48481352393001,117.805710803146,113.683042239032,109.225469410457,106.73053181992,107.72811862764,109.15475029429999,110.01535655724001,108.83978831385299,105.10701100046
Reference,EDGAR AR6,DEU,Emissions|CH4,Mt CH4/yr,2.8056793616867295,2.752277168044925,2.7231403959884517,2.696086292594598,2.677185577427049,2.6605076778581402,2.6295417631185174,2.627155355808889,2.564058751379381,2.5127930596120516
Reference,EDGAR AR6,DEU,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,818.0660430414001,791.6844749673311,803.54197148701,822.09105987103,781.484776744858,787.55648081353,792.63965692343,777.83568890148,757.34268302211,702.20055705449
Reference,EDGAR AR6,DJI,Emissions|CH4,Mt CH4/yr,0.03566448749934,0.03624109294522,0.036999807216654995,0.03759214039591,0.03837490880492,0.038739241212305,0.040191316316919995,0.04108805367644,0.04113042445101,0.041250911238966174
Reference,EDGAR AR6,DJI,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.8554759246,0.6105143023999999,0.8045656675,0.8786973639,0.8821382859,0.80489574,0.7550406459,0.9340678867000001,0.9774796193999999,1.0172464704
Reference,EDGAR AR6,DMA,Emissions|CH4,Mt CH4/yr,0.002083644524381,0.002106719045188,0.002131010204487,0.002136013408841,0.002154611847727,0.0021622803529899996,0.0021705962936800004,0.002170532947594,0.00218078387879,0.0021896611142225254
Reference,EDGAR AR6,DMA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,0.15309115088,0.1615754062,0.16475632385000002,0.16903860068999998,0.17384994746,0.1812729746,0.17686689074999998,0.18499218754000002,0.17980271106,0.17562950103000002
Reference,EDGAR AR6,DNK,Emissions|CH4,Mt CH4/yr,0.360883388999727,0.354747776452231,0.350523483167707,0.34470986879197,0.344414888918603,0.3460019762875653,0.3456254869674148,0.3458247425093493,0.3491490146377966,0.34620354530495856
Reference,EDGAR AR6,DNK,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,49.14101513676,44.0941609217,38.96323140757,40.78696638793,37.05246332124,34.60200343389771,36.6393537415898,34.5591229417374,34.472666754081196,30.269926095006298
Reference,EDGAR AR6,DOM,Emissions|CH4,Mt CH4/yr,0.403385977413789,0.40972657860043,0.41259346613433,0.41789822302684004,0.42446387022364,0.42871831496131,0.43600727606364004,0.44450326975823995,0.45337028194708,0.4622862186067361
Reference,EDGAR AR6,DOM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,20.824440976722,21.128778535843,21.879935026856998,21.466666198658,21.666043253388,23.816609696371,24.806741365404,23.740832493036002,25.469224247645002,28.057073266015998
Reference,EDGAR AR6,DZA,Emissions|CH4,Mt CH4/yr,2.93354049357169,2.92408591003471,2.9835941580272096,2.928384956336561,3.0467597037593,3.0762459466236,3.244933919139,3.2425876360385,3.2958414437699997,3.2345793534714837
Reference,EDGAR AR6,DZA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,116.52963299247,122.8584965908,137.22050233118998,141.53401905662,152.18721378328001,161.47947890334999,159.23062772001,162.09688940328,170.92517411743998,176.62539063794
Reference,EDGAR AR6,ECU,Emissions|CH4,Mt CH4/yr,0.9105155379075199,0.9141728988634701,0.92255411777694,0.94286309081818,0.9127313686177999,0.8817942140252,0.8849509588645,0.8785204213427,0.8608677540756001,0.8628907325385263
