Model,Scenario,Region,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Reference,IEA Energy Statistics (r2022),ARG,Secondary Energy|Electricity|Wind,EJ/yr,9e-05,0.0002124,0.0029592000000000004,0.0036252000000000003,0.0022284,0.0021348,0.0019728000000000002,0.0022020372,0.0050867892000000005,0.017988717600000002
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy,EJ/yr,0.1039761258,0.113708669,0.12439088729999999,0.12143964539999999,0.13198336019999998,0.1363596464,0.13056578089999998,0.1378335256,0.1317580601,0.1423699987
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Biomass,EJ/yr,0.0003539981,0.0003539981,0.0003549988,0.0003559994,0.0014189985999999999,0.0039456696,0.0052777545,0.0055509306,0.0039657076,0.0034159724
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Coal,EJ/yr,2.4794199999999997e-05,0.0,4.95843e-05,2.4794199999999997e-05,0.0,2.66992e-05,2.41243e-05,1.4486299999999999e-05,4.4773699999999995e-05,0.0001150532
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Fossil,EJ/yr,0.07009009249999999,0.08136790399999999,0.0962041815,0.09169499369999999,0.09582117309999999,0.093984114,0.0902806466,0.0951812292,0.0990459973,0.1063143236
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Gas,EJ/yr,0.0540567001,0.0663669011,0.0807192013,0.0780803994,0.0822191768,0.08103529209999999,0.07752412859999999,0.0815847887,0.0855715141,0.08942280479999999
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Geothermal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Hydro,EJ/yr,0.009201598299999999,0.008960401,0.0083592016,0.0078228013,0.0071712013,0.0079416018,0.0084635995,0.0081687608,0.0083454312,0.008535394699999999
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Nuclear,EJ/yr,0.008964000000000001,0.0091728,0.0083196,0.008496,0.008874,0.0100368,0.008568000000000001,0.009430560000000001,0.0074738844,0.00791208
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Oil,EJ/yr,0.016008598199999998,0.0150010029,0.0154353959,0.013589800099999999,0.013601996299999999,0.0129221227,0.012732393699999999,0.0135819542,0.0134297095,0.0167764656
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Solar,EJ/yr,0.0,0.0,0.0,0.0,0.0,5.4699899999999994e-05,9.65009e-05,0.0001213735,0.0002860136,0.0005762682
Reference,IEA Energy Statistics (r2022),ARM,Primary Energy|Wind,EJ/yr,2.52003e-05,1.0801899999999999e-05,1.43984e-05,1.43984e-05,1.43984e-05,1.0801899999999999e-05,7.2013e-06,7.561399999999999e-06,6.7701e-06,1.16267e-05
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity,EJ/yr,0.023367600000000002,0.026748,0.028929600000000003,0.027756000000000003,0.027898560000000003,0.0280764,0.026334000000000003,0.0279548748,0.028048305600000004,0.027646714800000003
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Biomass,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Coal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Fossil,EJ/yr,0.0051768000000000005,0.008604,0.012236400000000001,0.0114228,0.01183896,0.010083600000000002,0.0092916,0.010338120000000001,0.012152152800000001,0.010968930000000002
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Gas,EJ/yr,0.0051768000000000005,0.008604,0.012236400000000001,0.0114228,0.01183896,0.010083600000000002,0.0092916,0.010338120000000001,0.012152152800000001,0.010968930000000002
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Hydro,EJ/yr,0.0092016,0.0089604,0.0083592,0.007822800000000001,0.007171200000000001,0.0079416,0.0084636,0.00816876,0.008345430000000001,0.0085353948
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Nuclear,EJ/yr,0.008964000000000001,0.0091728,0.0083196,0.008496,0.008874,0.0100368,0.008568000000000001,0.009430560000000001,0.0074738844,0.00791208
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Oil,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Solar,EJ/yr,0.0,0.0,0.0,0.0,0.0,3.6000000000000003e-06,3.6000000000000003e-06,9.8748e-06,7.00668e-05,0.00021868200000000002
Reference,IEA Energy Statistics (r2022),ARM,Secondary Energy|Electricity|Wind,EJ/yr,2.5200000000000003e-05,1.0800000000000002e-05,1.4400000000000001e-05,1.4400000000000001e-05,1.4400000000000001e-05,1.0800000000000002e-05,7.2000000000000005e-06,7.5600000000000005e-06,6.7716000000000005e-06,1.1628000000000001e-05
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy,EJ/yr,5.2854112917,5.3159250878,5.2575932629999995,5.333467306699999,5.3069797049,5.3000091811,5.2914937951,5.3542617983,5.3892007825,5.3899016989
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Biomass,EJ/yr,0.20084719769999998,0.1909135038,0.192370125,0.2011054353,0.2009963523,0.2128276798,0.2115508356,0.2246471753,0.21537760009999998,0.2032630022
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Coal,EJ/yr,2.1172472172,2.0180901778,1.9733758821999998,1.8358153402,1.7407905092,1.8009345443,1.8669664596,1.8758012062999998,1.8014353272999999,1.747714367
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Fossil,EJ/yr,5.0058430974,5.0263013888999994,4.9690145392,5.0127920716,4.975352152899999,4.9649595061,4.9446869579,4.9817446974,5.010011781099999,4.9957404204
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Gas,EJ/yr,1.1462634019,1.2012758982,1.1502971995,1.2930362980999999,1.3777127999999998,1.3870142994999999,1.2814272019,1.3097520007999999,1.3628699994,1.4353299003
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Geothermal,EJ/yr,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,0.0,1.8432000000000002e-06,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Hydro,EJ/yr,0.048607198899999995,0.060098399,0.050324398199999995,0.06521759939999999,0.06601680089999999,0.047966400799999996,0.0540755993,0.057733200299999995,0.0568944001,0.056167198999999994
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Oil,EJ/yr,1.7423324782999998,1.8069353128999999,1.8453414575,1.8839404332999998,1.8568488437,1.7770106623,1.7962932964,1.7961914902999998,1.8457064544,1.8126961530999999
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Solar,EJ/yr,0.0118853991,0.016663601,0.0207509998,0.0256510003,0.0276649985,0.0329248008,0.0372243993,0.0447540325,0.052304399800000005,0.0709456775
Reference,IEA Energy Statistics (r2022),AUS,Primary Energy|Wind,EJ/yr,0.0181871996,0.0219059991,0.025091999,0.0286559999,0.0369071988,0.041281199,0.0439164003,0.045349198599999994,0.054590399899999996,0.0637632014
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity,EJ/yr,0.9094104000000001,0.9133416000000001,0.9029772,0.897174,0.8905248000000001,0.9046584000000001,0.9225576000000001,0.9279742752000001,0.9388116000000001,0.9491760000000001
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Biomass,EJ/yr,0.009997200000000001,0.0075672000000000005,0.0109548,0.011347200000000002,0.0126396,0.012988800000000002,0.013399200000000002,0.012603600000000001,0.0126648,0.0125856
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Coal,EJ/yr,0.648756,0.6214572,0.6197292000000001,0.5725692,0.5466564,0.5709960000000001,0.587268,0.582588,0.5677596,0.5554944
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Fossil,EJ/yr,0.8312148,0.8187588000000001,0.8082324000000001,0.7794396,0.7605216,0.7843356,0.788814,0.7832304000000001,0.7789176000000001,0.7632072000000001
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Gas,EJ/yr,0.160506,0.17638920000000002,0.17485920000000002,0.18379440000000002,0.1958184,0.1888632,0.18147600000000003,0.181656,0.1937412,0.18999000000000002
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Geothermal,EJ/yr,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,3.6000000000000003e-06,0.0,1.8432000000000002e-06,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Hydro,EJ/yr,0.0486072,0.0600984,0.050324400000000005,0.0652176,0.0660168,0.047966400000000006,0.0540756,0.057733200000000005,0.056894400000000005,0.05616720000000001
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Oil,EJ/yr,0.0219528,0.0209124,0.013644000000000002,0.023076000000000003,0.0180468,0.024476400000000002,0.02007,0.0189864,0.017416800000000003,0.0177228
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Solar,EJ/yr,0.0014004000000000002,0.0050076,0.00837,0.01251,0.014436000000000001,0.018082800000000003,0.0223524,0.029056032000000002,0.0357444,0.0534528
Reference,IEA Energy Statistics (r2022),AUS,Secondary Energy|Electricity|Wind,EJ/yr,0.0181872,0.021906000000000002,0.025092000000000003,0.028656,0.0369072,0.041281200000000004,0.0439164,0.045349200000000006,0.054590400000000004,0.0637632
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy,EJ/yr,1.4233427485999999,1.3798614782999998,1.3761312949,1.3933664454999999,1.3418685459,1.3731941626,1.3887846376,1.4142405994,1.3757484288,1.3979212987
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Biomass,EJ/yr,0.23616278019999998,0.2328351702,0.24575102119999997,0.24574494619999998,0.2385629638,0.24620265949999998,0.24551642229999998,0.24666591659999998,0.23329225979999998,0.2296988927
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Coal,EJ/yr,0.1672925706,0.1741483635,0.16323149169999998,0.16539133609999998,0.154529655,0.16352394809999998,0.1560300741,0.1587625809,0.141783428,0.14585509519999998
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Fossil,EJ/yr,1.0240904677,0.9782762373999999,0.9434820197999999,0.9475683032,0.8966379285999999,0.9269702018999999,0.9415511931999999,0.9684985476,0.9384907557,0.9689990458
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Gas,EJ/yr,0.34009111789999996,0.3209828433,0.3067496492,0.29560994349999997,0.2707782797,0.2892387099,0.3032395156,0.3255836592,0.30825628169999997,0.32140344919999997
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Geothermal,EJ/yr,0.0008632461,0.0008056957,0.0009260685,0.0009239071,0.0007875315999999999,0.0008790918999999999,0.0008866830999999999,0.001105699,0.0010470885,0.0009464695
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Hydro,EJ/yr,0.13810830529999998,0.12325381519999999,0.1578517133,0.1512601912,0.14762605299999998,0.133764718,0.14389681159999998,0.13785749919999998,0.1354964789,0.14563924479999998
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Oil,EJ/yr,0.5167067792,0.48314503059999997,0.4735008789,0.4865670236,0.47132999389999997,0.4742075439,0.4822816035,0.4841523075,0.488451046,0.5017405013999999
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Solar,EJ/yr,0.0071716285999999995,0.0075374249999999995,0.0084540807,0.0096342226,0.0103850313,0.0110347095,0.0116074928,0.0121971281,0.0128040679,0.0136116526
Reference,IEA Energy Statistics (r2022),AUT,Primary Energy|Wind,EJ/yr,0.0074300921,0.0069703060999999995,0.008866311,0.0113487568,0.0138444288,0.017425156,0.018845414799999998,0.023657438,0.021709546099999998,0.0269185073
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity,EJ/yr,0.24455890440000003,0.22417234200000002,0.24735332880000002,0.23254238880000003,0.22180491000000002,0.22271310000000002,0.2349757188,0.24279424920000003,0.23413194720000002,0.2550825108
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Biomass,EJ/yr,0.0161308584,0.0164148336,0.016844778,0.0169054884,0.016371817200000003,0.0167316984,0.017208093600000002,0.0177150348,0.017747265600000003,0.017082403200000002
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Coal,EJ/yr,0.025428715200000004,0.02747853,0.023895374400000002,0.0231848496,0.018541587600000003,0.0196021512,0.0158663052,0.0154444356,0.014731300800000001,0.0141602436
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Fossil,EJ/yr,0.081678528,0.07590476880000001,0.061537327200000005,0.049629247200000004,0.0400910832,0.0502985556,0.0500218632,0.057803799600000004,0.0530130024,0.05830105320000001
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Gas,EJ/yr,0.051664276800000006,0.0447714612,0.034964154000000004,0.023940738000000003,0.0191545416,0.027589136400000002,0.030555511200000003,0.039290230800000006,0.035703846000000004,0.0416474748
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Geothermal,EJ/yr,5.0328e-06,3.7908e-06,2.4372e-06,1.1016000000000002e-06,1.3824e-06,2.196e-07,7.56e-08,3.2760000000000005e-07,8.604000000000001e-07,7.200000000000001e-07
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Hydro,EJ/yr,0.1381083048,0.12325381560000001,0.15785171280000002,0.15126019200000002,0.14762605320000002,0.1337647176,0.1438968132,0.13785750000000002,0.13549647960000002,0.14563924560000002
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Oil,EJ/yr,0.004585536,0.0036547776000000003,0.0026777988,0.0025036596000000003,0.0023949540000000004,0.0031072680000000003,0.0036000468000000002,0.0030691332000000004,0.0025778556,0.0024933348
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Solar,EJ/yr,0.00031972680000000005,0.000626652,0.0012149388,0.0022535064000000003,0.0028268856,0.0033735528000000004,0.0039456576,0.0045682956,0.0052384752,0.006127534800000001
Reference,IEA Energy Statistics (r2022),AUT,Secondary Energy|Electricity|Wind,EJ/yr,0.0074300904000000004,0.006970305600000001,0.0088663104,0.0113487588,0.013844430000000001,0.017425155600000002,0.0188454168,0.023657439600000003,0.021709544400000003,0.026918506800000002
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy,EJ/yr,0.49505456729999997,0.536163199,0.5827414075999999,0.5905672109,0.6092658951,0.6104096284,0.6039036970999999,0.6086400522,0.6103077299999999,0.6672129656
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Biomass,EJ/yr,0.0037720011999999997,0.0040440008,0.0041170019,0.0053009996,0.0051010004,0.0049629992,0.0028299962999999997,0.0029022019,0.0031558005,0.0033239005
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Coal,EJ/yr,0.0,0.0,0.0,0.0010520005,0.0013140021,0.0015179997,0.0013859983,0.001391102,0.0014829017999999998,0.0015375018
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Fossil,EJ/yr,0.4801765641,0.5249227966,0.5740092081,0.5812234079999999,0.6007808969999999,0.6000826309,0.5973476958999999,0.6034662517,0.605076156,0.6625889465
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Gas,EJ/yr,0.32870789959999996,0.3480596995,0.3787245009,0.37888650079999997,0.4040468995,0.401275799,0.3935033983,0.3821977781,0.38936925149999996,0.4413444296
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Geothermal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Hydro,EJ/yr,0.012405601399999999,0.0096336007,0.006555599299999999,0.0053604019,0.0046800009,0.0058932014999999996,0.0070524008,0.006287041199999999,0.006364798499999999,0.0056332807999999995
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Oil,EJ/yr,0.1514686645,0.17686309709999998,0.1952847072,0.2012849067,0.1954199954,0.19728883219999999,0.20245829929999998,0.21987737159999998,0.2142240027,0.21970701509999999
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Solar,EJ/yr,0.0,0.0,0.0,3.6000000000000003e-06,1.0800000000000002e-05,1.8e-05,0.000126,0.00013392000000000002,0.00014148,0.00015912
Reference,IEA Energy Statistics (r2022),AZE,Primary Energy|Wind,EJ/yr,3.6006e-06,0.0,0.0,3.6006e-06,7.2013e-06,1.79991e-05,8.279819999999999e-05,7.95618e-05,0.00029771919999999996,0.0003794413
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity,EJ/yr,0.067356,0.07305840000000001,0.0827568,0.08407440000000001,0.08902080000000001,0.08887824000000001,0.08983008,0.08755524,0.09082512000000001,0.09386244
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Biomass,EJ/yr,0.0,0.0,0.0,0.0002412,0.0003132,0.00032760000000000005,0.0003132,0.00030654,0.00029196,0.00035262000000000005
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Coal,EJ/yr,0.0,0.0,0.0,0.0002412,0.0003132,0.00032760000000000005,0.0003132,0.00030654,0.00029196,0.00035262000000000005
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Fossil,EJ/yr,0.054946800000000004,0.0634248,0.07620120000000001,0.07846560000000001,0.0840096,0.08262144,0.08225568000000001,0.08074818,0.08372916000000001,0.08733798000000001
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Gas,EJ/yr,0.054864,0.062208000000000006,0.07439040000000001,0.07815960000000001,0.083556,0.07650720000000001,0.07261200000000001,0.07567272000000001,0.08326116,0.08679312
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Hydro,EJ/yr,0.012405600000000001,0.0096336,0.006555600000000001,0.0053604,0.00468,0.0058932,0.0070524,0.006287040000000001,0.0063648,0.00563328
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Oil,EJ/yr,8.280000000000001e-05,0.0012168,0.0018108000000000002,6.48e-05,0.00014040000000000002,0.005786640000000001,0.00933048,0.00476892,0.00017604,0.00019224000000000002
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Solar,EJ/yr,0.0,0.0,0.0,3.6000000000000003e-06,1.0800000000000002e-05,1.8e-05,0.000126,0.00013392000000000002,0.00014148,0.00015912
Reference,IEA Energy Statistics (r2022),AZE,Secondary Energy|Electricity|Wind,EJ/yr,3.6000000000000003e-06,0.0,0.0,3.6000000000000003e-06,7.2000000000000005e-06,1.8e-05,8.280000000000001e-05,7.956e-05,0.00029772,0.00037944000000000004
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy,EJ/yr,2.5134560881,2.3390670382,2.2426019645,2.3372138558,2.2028171781,2.1967291061,2.3269212276999998,2.3167623425999997,2.2314224925999997,2.2977014835
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Biomass,EJ/yr,0.11498403119999999,0.1097495429,0.1211621904,0.12464022799999999,0.1137121775,0.120563612,0.13045587309999998,0.1318921004,0.13018798069999998,0.1259150876
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Coal,EJ/yr,0.18791978699999998,0.1771474646,0.1646087145,0.1780674636,0.17023849519999998,0.1703386729,0.1625743776,0.1576037542,0.1588828721,0.1575603205
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Fossil,EJ/yr,1.8567725018999999,1.6737486037,1.6181861545,1.6778927569,1.6191758851,1.6733803707,1.6548941541,1.653758748,1.6732753784999999,1.6410967847
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Gas,EJ/yr,0.7011288004999999,0.6029819982,0.6019938002999999,0.6064721984,0.5293034119,0.5839112706999999,0.5956453805999999,0.6089744686999999,0.6285216581999999,0.636416192
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Geothermal,EJ/yr,6.34e-05,3.8299999999999996e-05,4.13e-05,4.73e-05,4.6899999999999995e-05,5.02e-05,5.24e-05,5.07e-05,5.2499999999999995e-05,5.62e-05
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Hydro,EJ/yr,0.0011232012,0.0007056014,0.0012852011,0.0013679992,0.0010519209,0.0011462412,0.0013320011,0.0009723592,0.001128598,0.0010871989
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Nuclear,EJ/yr,0.1725984,0.1736424,0.14506200000000002,0.1535184,0.12133080000000002,0.09397080000000001,0.1566828,0.15201648,0.1029492,0.15668496
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Oil,EJ/yr,0.9677239143999999,0.8936191408999999,0.8515836397,0.8933530948999999,0.9196339779999999,0.9191304270999999,0.8966743959,0.8871805251,0.8858708482,0.8471202722
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Solar,EJ/yr,0.0025230005000000002,0.0047924000000000005,0.0083498003,0.010300397900000001,0.0113059187,0.0120034801,0.0121693192,0.012969358600000001,0.0152046403,0.016437400600000002
Reference,IEA Energy Statistics (r2022),BEL,Primary Energy|Wind,EJ/yr,0.0046511999,0.0083231993,0.009903599099999999,0.013194000999999999,0.0166150813,0.020066398699999998,0.0195757183,0.0234493206,0.0268729214,0.0350121611
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity,EJ/yr,0.34034868,0.32113656,0.29423592000000004,0.2958192,0.25730244,0.24741144,0.30489768,0.30833424000000004,0.2666988,0.33432048000000003
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity|Biomass,EJ/yr,0.01608012,0.01676592,0.01892628,0.01815264,0.01610172,0.020029320000000003,0.01961964,0.020797200000000002,0.01969488,0.01886724
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity|Coal,EJ/yr,0.025446240000000002,0.02396556,0.0236628,0.022146480000000003,0.01925028,0.018949320000000002,0.0138042,0.01319256,0.012812400000000002,0.013146840000000002
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity|Fossil,EJ/yr,0.14267448000000002,0.11656620000000001,0.10971900000000001,0.09800460000000001,0.08965332000000001,0.09899532000000001,0.09412452,0.09669276,0.09973548000000002,0.10525464000000001
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity|Gas,EJ/yr,0.11576664,0.09155664000000001,0.08485596000000001,0.07488792000000001,0.06962364,0.07929396000000001,0.0796086,0.08286660000000001,0.08634420000000001,0.09185112000000001
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,IEA Energy Statistics (r2022),BEL,Secondary Energy|Electricity|Hydro,EJ/yr,0.0011232000000000002,0.0007056,0.0012852,0.001368,0.00105192,0.0011462400000000002,0.001332,0.0009723600000000001,0.0011286,0.0010872000000000002
